IncAVGArray_RecastBuildCompressedLayers,			IncMAXArray_RecastBuildCompressedLayers,			IncAVGArray_RecastBuildNavigation,			IncMAXArray_RecastBuildNavigation,			IncAVGArray_Navigation_TickAsyncBuild,			IncMAXArray_Navigation_TickAsyncBuild,			IncAVGArray_Navigation_TickMarkDirty,			IncMAXArray_Navigation_TickMarkDirty,			IncAVGArray_DebugNavOctree,			IncMAXArray_DebugNavOctree,			IncAVGArray_AddingActorsToNavOctree, 			IncMAXArray_AddingActorsToNavOctree
0.0725,2.9863,0.0305,1.1358,0.0072,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0072,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0072,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0072,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0072,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0072,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
0.0725,2.9863,0.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0,0.0,0.0004,0.0247
0.0227,1.3642,0.0115,0.6926,0.0058,0.0732,0.0004,0.0009,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0047,0.009,0.0004,0.0009,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0047,0.009,0.0004,0.0009,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0047,0.009,0.0004,0.0009,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0047,0.009,0.0004,0.0009,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.009,0.0004,0.0009,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0006,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0004,0.0006,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.009,0.0003,0.0006,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0004,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0046,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045,0.0128,0.0003,0.0007,0.0,0.0,0.0,0.0

0.0725,2.98630.0305,1.1358,0.0073,0.0964,0.0007,0.0191,0.0001,0.0061,0.0004,0.0247
Final Value
AVG: 0.1115ms 	MAX: 4.2684ms
