IncAVGArray_RecastBuildCompressedLayers,			IncMAXArray_RecastBuildCompressedLayers,			IncAVGArray_RecastBuildNavigation,			IncMAXArray_RecastBuildNavigation,			IncAVGArray_Navigation_TickAsyncBuild,			IncMAXArray_Navigation_TickAsyncBuild,			IncAVGArray_Navigation_TickMarkDirty,			IncMAXArray_Navigation_TickMarkDirty,			IncAVGArray_DebugNavOctree,			IncMAXArray_DebugNavOctree,			IncAVGArray_AddingActorsToNavOctree, 			IncMAXArray_AddingActorsToNavOctree
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0197,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0199,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0199,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0199,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0199,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
0.2233,7.7206,0.0945,3.2863,0.0199,0.4434,0.001,0.0345,0.0,0.0,0.0184,1.1061
0.0946,5.2251,0.0567,3.2863,0.0126,0.3433,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0075,0.4509,0.002,0.1185,0.0069,0.095,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0054,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0053,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0052,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0052,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0052,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0052,0.0172,0.0004,0.0012,0.0,0.0,0.0,0.0

0.2233,7.72060.0945,3.2863,0.0199,0.4434,0.001,0.0345,0.0021,0.1277,0.0184,1.1061
Final Value
AVG: 0.3592ms 	MAX: 12.7186ms
